origin_text	ner_tagged_text
'잠적설'에 휩싸이기도 했던 고영태(41) 전 더블루K 이사가 그동안 박영수 특별검사팀과 연락하며 수사에 협조해 온 것으로 알려졌다.	'잠적설'에 휩싸이기도 했던 고영태(41) 전 더블루[PER]K 이사[NOH]가 그동안 박영[ORG]수 특별검사팀과 연락[PER]하며 수사에 협조해 온 것으로 알려졌다.
4시 현재 17개(홀인원 포함)가 쏟아졌다.	4시[TIM] 현재 17개[NOH](홀인원 포함)가 쏟아졌다.
배우 탕웨이의 무대 난입이 새삼 화제다.	배우 탕웨이[PER]의 무대 난입이 새삼 화제다.
특검팀은 고씨로부터 최씨의 재산에 대한 일부 자료도 넘겨받은 것으로 전해졌다.	특검팀은 고[PER]씨로부터 최[PER]씨의 재산에 대한 일부 자료도 넘겨받은 것으로 전해졌다.
다저스는 오프 시즌 동안 핸리 라미레스가 FA로 팀을 떠났고, 맷 켐프가 샌디에이고 파드리스로 이적했다.	다저스[ORG]는 오프 시즌 동안 핸리 라미레스[PER]가 FA[ORG]로 팀을 떠났고, 맷 켐프[PER]가 샌디에이고 파드리스[ORG]로 이적했다.
유럽 여러 나라에선 시리자와 비슷한 주장을 하는 정당이 지지율을 높여 왔다.	유럽[LOC] 여러 나라에선 시리자[ORG]와 비슷한 주장을 하는 정당이 지지율을 높여 왔다.
추신수의 시즌 타율은 0.200에서 0.235(34타수 8안타)로 올라갔다.	추신수[PER]의 시즌 타율은 0.200[PNT]에서 0.235[PNT](34타수[NOH] 8안타[NOH])로 올라갔다.
이렇게 겨울에 대비해 고기를 준비하는 것을 ‘이디시’라고 한다.	이렇게 겨울에 대비해 고기를 준비하는 것을 ‘이디시’라고 한[POH]다.
고시촌에 벤처타운을 세우는 정책으로 오해하기 쉽지만 신림동이나 노량진 등을 정보기술(IT) 단지로 개발하겠다는 뜻은 아니다.	고시촌에 벤처타운을 세우는 정책으로 오해하기 쉽지만 신림동[LOC]이나 노량진[LOC] 등을 정보기술(IT) 단지로 개발하겠다는 뜻은 아니다.
이 곳의 난파선에 쌓인 흰 돌에 송중기는 ‘중기♡광수’라는 글을 남기기도 했다.	이 곳의 난파선에 쌓인 흰 돌에 송중기[PER]는 ‘중기♡광수’[PER]라는 글을 남기기[PER]도 했다.
덕적도 간척지에서 처음 생산한 햅쌀이 선을 보이고 꽃게 김 다시마 버섯 채소류 등 70종가량이 판매된다.	덕적도[LOC] 간척지에서 처음 생산한 햅쌀이 선을 보이고 꽃게 김 다시마 버섯 채소류 등 70종[NOH]가량이 판매된다.
이날 결혼식에서 박진영과 더원, 포맨 멤버 신용재가 축가를 부른다.	이날 결혼식에서 박진영[PER]과 더원[ORG], 포맨[ORG] 멤버 신용재[PER]가 축가를 부른다.
MLB는 이미 미국질병예방관리센터(CDC)가 권장하는 감염예방 대책에 관한 정보를 메이저리그 구단들과 교류하고 있다.	MLB[ORG]는 이미 미국질병예방관리센터[ORG](CDC[ORG])가 권장하는 감염예방 대책에 관한 정보를 메이저리그[POH] 구단들과 교류하고 있다.
자산규모 350조원의 국내 최대 대기업집단의 골격을 바꾸는 일이라 고려할 점이 많습니다.	자산규모 350조원[MNY]의 국내 최대 대기업집단의 골격을 바꾸는 일이라 고려할 점이 많습니다.
투자자의 입김에 흔들리지 않고 20년 뒤를 목표로 할 수 있기 때문이다.	투자자의 입김에 흔들리지 않고 20년[NOH] 뒤를 목표로 할 수 있기 때문이다.
팔순의 사회학자 송복(연세대 명예교수)은 ‘상층(上層)은 있는데 상류사회가 없고, 고위직층은 있는데 노블레스 오블리주가 없는’ 이유를 집요하게 추적한다.	팔순의 사회학자 송복[PER](연세대[ORG] 명예교수)은 ‘상층(上層)은 있는데 상류사회가 없고, 고위직층은 있는데 노블레스 오블리주가 없는’ 이유를 집요하게 추적한다.
지난 16일 신원섭 산림청장을 정부대전청사 청장실에서 만나 세계산림총회유치 의미 등을 들어봤다.	지난 16일[DAT] 신원섭[PER] 산림청장을 정부대전청사[LOC] 청장실에서 만나 세계산림총회[POH]유치 의미 등을 들어봤다.
지난 23일 남자 대회전에서 은메달을 딴 김현태는 생일인 이날 은메달을 추가했다.	지난 23일[DAT] 남자 대회전에서 은메달을 딴 김현태[PER]는 생일인 이날 은메달을 추가했다.
백승호, 35개월 만에 복귀…후반 13분 교체 OUT, 팀은 0:1 敗유소년 선수 국제 이적 규정을 어겼다는 이유로 국제축구연맹(FIFA)으로부터 징계를 받아 공식 경기에 나오지 못했던 백승호(바르셀로나 후베닐A·18)가 35개월 만에 복귀전을 치렀다.	백승호[PER], 35개월[NOH] 만에 복귀…후반 13분 교체 OU[TIM]T, 팀은 0:1 敗유소년[NOH] 선수 국제 이적 규정을 어겼다는 이유로 국제축구연맹(FIFA)으로[ORG]부터 징계를[ORG] 받아 공식 경기에 나오지 못했던 백승호(바르셀로나 후베[PER]닐A·18)가 35개[ORG]월 만에[NOH] 복귀전을 치렀[NOH]다.
울산, 다시 탄력 받을까? 윤정환 감독 부임 2년째를 맞은 울산은 올 시즌 초반의 부진을 털어내고 5월 21일 수원과의 11라운드 맞대결에서 4-2 로 승리한 이후 3연승을 달렸다.	울산[ORG], 다시 탄력 받을까? 윤정환[PER] 감독 부임 2년째[DUR]를 맞은 울산[ORG]은 올 시즌 초반의 부진을 털어내고 5월 21일[DAT] 수원[LOC]과의 11라운드[NOH] 맞대결에서 4-2[NOH] 로 승리한 이후 3연승[NOH]을 달렸다.
현대BS&C는 서울 동대문구 장안동에서 ‘현대썬앤빌 오피스텔’을 분양하고 있다.	현대BS&C는 서울 동[ORG]대문구[LOC] 장안동에[LOC]서 ‘현[LOC]대썬앤빌 오피스텔’을 분양하고 있다[POH].
윤병세 외교장관 “북한 핵·미사일 위협, 가장 중대한 도전”	윤병세[PER] 외교장관 “북한 핵·미사[ORG]일 위협, 가장 중대한 도전”
팀의 세대교체 바람은 적토마를 빗겨가지 않았고, 결국 그는 올 시즌 단 한 타석에만 들어선 채 정든 그라운드를 떠났다.	팀의 세대교체 바람은 적토마를 빗겨가지 않았고, 결국 그는 올 시즌 단 한 타석[NOH]에만 들어선 채 정든 그라운드를 떠났다.
[단독]자원개발 등 2016년 예산 축소사업 100개 선정	[단독]자원개발 등 2016년 예산 축소사업 10[DAT]0개 선정
1일 방송한 3회까지 시청자는 기대 이상의 열연을 보여준 준호를 호평하며 향후 활약을 기대했다.	1일[DAT] 방송한 3회[NOH]까지 시청자는 기대 이상의 열연을 보여준 준호[PER]를 호평하며 향후 활약을 기대했다.
'0'의 균형은 3회말에 깨졌다.	'0'의 균형[NOH]은 3회말에 깨졌다.
등 데뷔 30년차 배우의 ‘엄살’은 아이러니하게도 작품의 완성도에 대한 기대를 점점 키우는 효과가 있었다.	등 데뷔 30년차[NOH] 배우의 ‘엄살’은 아이러니하게도 작품의 완성도에 대한 기대를 점점 키우는 효과가 있었다.
동대문 쇼핑상가 뒤편 쪽방촌에서 힘겹게 살아가고 있는 거주자들의 노숙자 전락 방지와 조기 사회복귀 도모를 위해 다양한 사업을 펼치고 있다.	동대문 쇼핑상가[LOC] 뒤편 쪽방촌에서 힘겹게 살아가고 있는 거주자들의 노숙자 전락 방지와 조기 사회복귀 도모를 위해 다양한 사업을 펼치고 있다.
‘무한도전’ 유재석, 父와 전화 통화 중 발끈 “아버지가 왜 내것을…”	‘무한도전’ 유재석[POH], 父와 전화 통화 중[PER] 발끈 “아버지가 왜 내것을…”
미국 캘리포니아대학교 산타바바라 캠퍼스 연구팀에 의하면 몸을 이완시키는 환경이나 샤워처럼 익숙한 상황은 마음을 가다듬고 정리하는데 도움이 된다.	미국[ORG] 캘리포니아대학교[ORG] 산타바바라 캠퍼스[ORG] 연구팀에 의하면 몸을 이완시키는 환경이나 샤워처럼 익숙한 상황은 마음을 가다듬고 정리하는데 도움이 된다.
배상문 입대 “죄송하다”, 2017년 9월 PGA 투어로 복귀	배상문[PER] 입대 “죄송하다”, 2017년 9월 P
백신과 치료약이 없어 치사율이 40%에 이르는 것으로 알려졌지만 이는 우리보다 의료 수준이 떨어지는 중동의 얘기다.	백신과 치료약이 없어 치사율이 40%[PNT]에 이르는 것으로 알려졌지만 이는 우리보다 의료 수준이 떨어지는 중동[LOC]의 얘기다.
일제시대 친일 시, 친일보다 더 큰 오류로 지적되곤 하는 1986년 전두환 전 대통령 탄생 축하시 등 5공화국에 협력한 사실을 자세히 적었다.	일제시대[DUR] 친일 시, 친일보다 더 큰 오류로 지적되곤 하는 1986년[DAT] 전두환[PER] 전 대통령 탄생 축하시 등 5공화국[ORG]에 협력한 사실을 자세히 적었다.
사무관 22명 지방근무 거부/교육행정직… 한달째 「보직동의서」안내	사무관 22명[NOH] 지방근무 거부/교육행정직… 한달째 「보직동[DUR]의서」안내
김종필 전 총리 부인 박영옥씨 별세, 1951년 인연 맺은 후 64년간 살뜰한 내조	김종필[PER] 전 총리 부인 박영옥[PER]씨 별세, 1951년[DAT] 인연 맺은 후 64년간[DUR] 살뜰한 내조
본업은 가수지만 작곡과 음반 프로듀싱에 연기까지 하는, 그룹 ‘B1A4’ 리더 진영. ‘열일’ 하는 그의 다재다능함이 드라마 〈구르미 그린 달빛〉을 통해 제대로 빛을 발했다.	본업은 가수지만 작곡과 음반 프로듀싱에 연기까지 하는, 그룹 ‘B1A4’ 리더 진[ORG]영. ‘열일’ 하는 그[PER]의 다재다능함이 드라마 〈구르미 그린 달빛〉을 통해 제대로 빛을 발했다.
즉각 실행 권고… 북 협조 여부가 관건	즉각 실행 권고… 북 협조 여부[ORG]가 관건
두 회사의 지난해 영업이익은 각각 1조4000억원과 3000억원인 것으로 추정된다.	두 회사의 지난해 영업이익은 각각 1조4000억원[MNY]과 3000억원[MNY]인 것으로 추정된다.
이미 프랑스는 미국과 일본의 비교대상국이 아니며 유럽으로 무대를 좁혀도 공공시설공사와 정보처리 분야에서만 선두를 달리고 있다.	이미 프랑스[ORG]는 미국[ORG]과 일본[ORG]의 비교대상국이 아니며 유럽[LOC]으로 무대를 좁혀도 공공시설공사와 정보처리 분야에서만 선두를 달리고 있다.
지난달 17일(미국 현지시간) 일리노이주 시카고 리글리필드에서 열린 메이저리그(MLB) 피츠버그 와 시카고 컵스의 경기.강정호(29·피츠버그)는 9회 초 대타로 출전해 컵스의 투수 저스틴 그린에게 삼진을 당하고 돌아섰다.	지난달 17일[DAT](미국[LOC] 현지시간) 일리노이주 시카고 리글리필드[LOC]에서 열린 메이저리그[POH](MLB[POH]) 피츠버그[ORG] 와 시카고 컵스[ORG]의 경기.강정호[PER](29[NOH]·피츠버그[ORG])는 9회[NOH] 초 대타로 출전해 컵스의 투수 저스틴 그린[PER]에게 삼진을 당하고 돌아섰다.
지배자였던 프랑스는 엘니뇨로 대가뭄이 들자 원주민 땅을 빼앗았다.	지배자였던 프랑스[ORG]는 엘니뇨[POH]로 대가뭄이 들자 원주민 땅을 빼앗았다.
이번 커버 영상은 효린과 소유가 소속사 동료 케이윌의 신곡 ‘꽃이 핀다’를 응원하기 위한 취지로 진행됐다.	이번 커버 영상은 효린[PER]과 소유가 소속사 동료 케이윌[PER]의 신곡 ‘꽃이 핀다’를 응원[POH]하기 위한 취지로 진행됐다.
전현준 동북아평화협력연구원장은 “류 상무위원이 간다는 것은 북한이 당 창건70주년 기념일 전에는 미사일 발사 실험을 하지 않겠다고 중국과 사전 조율했다는 뜻일 수 있다”	전현준[PER] 동북아평화협력연구원장은 “류 상무위원[PER]이 간다는 것은 북한이 당 창건[ORG]70주년 기념일 전[DUR]에는 미사일 발사 실험을 하지 않겠다고 중국과 사전 조[ORG]율했다는 뜻일 수 있다”
이정현 “천정배, 당 배신하면 국민도 배신…인성부터 고쳐야”	이정현[PER] “천정배, 당 배신[PER]하면 국민도 배신…인성부터 고쳐야”
현재 영국 런던에서 살고 있는 박지성은 임신으로 고생하는 아내 김민지에게 찜닭을 만들어주는 등 아내가 외롭지 않게 대부분의 시간을 함께 보내는 다정한 모습을 보여주고 있다.	현재 영국[LOC] 런던[LOC]에서 살고 있는 박지성[PER]은 임신으로 고생하는 아내 김민지[PER]에게 찜닭을 만들어주는 등 아내가 외롭지 않게 대부분의 시간을 함께 보내는 다정한 모습을 보여주고 있다.
방송을 통해 박지성이 새로운 모습을 본 네티즌들은 ‘태어나니 아빠가 박지성…갓지성.’, ‘박지성 아내분 부럽당~~선수 생활 끝내고 결혼했으니 특별히 마음고생 할 필요도 없고 박지성이 재력도 되고 자상하고 요리도 해주고’, ‘이 형은 말이 필요 없다’,	방송을 통해 박지성[PER]이 새로운 모습을 본 네티즌들은 ‘태어나니 아빠가 박지성…갓지성[PER].’, ‘박지성 아내분 부럽당~~선수 생활 끝내고 결[PER]혼했으니 특별히 마음고생 할 필요도 없고 박지성이 재력도 되고 자상하고 요리도 해주고[PER]’, ‘이 형은 말이 필요 없다’,
특히 추가 발탁된 장원준과 허경민은 포스트시즌 내내 안정적인 기량을 뽐내 대표팀 코칭스태프의 눈도장을 확실하게 받았다.	특히 추가 발탁된 장원준[PER]과 허경민[PER]은 포스트시즌 내내 안정적인 기량을 뽐내 대표팀 코칭스태프의 눈도장을 확실하게 받았다.
김 차관은 “스포츠는 산업으로서의 파급효과가 아주 크다.	김[PER] 차관은 “스포츠는 산업으로서의 파급효과가 아주 크다.
허 전 시장은 민선 3∼5기 부산시장을 지냈다.	허[PER] 전 시장은 민선 3[NOH]∼5기 부산시장[NOH]을 지냈다.
특히 5·6·7차 앗피고원 골프장, 카루이자와 72 골프장, 북해도 니세코 골프 3색 라운드로 다양한 코스에서 아마추어 대회도 예정되어 있다.	특히 5[NOH]·6[NOH]·7차[NOH] 앗피고원 골프장[LOC], 카루이자와 72 골프장[LOC], 북해도 니세코 골프 3색 라운드[LOC]로 다양한 코스에서 아마추어 대회도 예정되어 있다.
‘생활자금 자동인출’ 특약에 가입할 경우 고객이 지정한 은퇴 시점부터 20년 동안 생활자금을 매년 지급받는다.	‘생활자금 자동인출’ 특약에 가입할 경우 고객이 지정한 은퇴 시점부터 20년 동안 생활자금을 매[DUR]년 지급받는다.
